player_jersey,player_name,position,goals,assists,points,penalty_minutes,plus_minus,shots_on_goal,blocks,giveaways,takeaways,faceoffs_won_lost,faceoffs_win_pct,powerplay_goals,shorthanded_goals,shots,shots_blocked,faceoffs_won,faceoffs_lost,skaters_href,player_id,game_id,minutes_played,shots_against,goals_against,saves,save_percent,goalies_href
14,Hayley Scamurra,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455033,455033,274773,,,,,,
16,Maddie Elia,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455133,455133,274773,,,,,,
17,Jordyn Burns,D,0,0,0,0,-1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455034,455034,274773,,,,,,
19,Kaylyn Schroka,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455134,455134,274773,,,,,,
23,Corinne Buie,F,0,0,0,0,-1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/58129,58129,274773,,,,,,
25,Jacquie Greco,D,0,0,0,2,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455037,455037,274773,,,,,,
27,Kristin Lewicki,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/632934,632934,274773,,,,,,
32,Jess Jones,F,0,0,0,0,-1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455137,455137,274773,,,,,,
36,Kourtney Kunichika,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/58111,58111,274773,,,,,,
95,Taylor Accursi,F,0,0,0,2,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455139,455139,274773,,,,,,
1,Kimberly Sass,G,0,0,,0,,,,,,,,,,,,,,,58083,274773,00:00,0,0,0,0,stats#/player/58083
35,Katie Fitzgerald,G,0,0,,0,,,,,,,,,,,,,,,455059,274773,60:00,21,0,21,1,stats#/player/455059
28,Amanda Leveille,G,0,0,,0,,,,,,,,,,,,,,,967811,274773,59:05,18,1,17,0.944,stats#/player/967811
31,Kelsey Neumann,G,0,0,,0,,,,,,,,,,,,,,,431631,274773,00:00,0,0,0,0,stats#/player/431631
2,Erika Lawler,F,1,2,3,0,2,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455153,455153,274834,,,,,,
14,Madison Packer,F,1,2,3,0,2,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/966106,966106,274834,,,,,,
18,Rebecca Russo,F,1,1,2,4,2,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/644558,644558,274834,,,,,,
10,Ashley Johnston,D,0,1,1,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/57701,57701,274834,,,,,,
17,Bray Ketchum,F,1,0,1,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/57716,57716,274834,,,,,,
19,Miye D'Oench,F,0,1,1,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455054,455054,274834,,,,,,
22,Kelly Nash,F,1,0,1,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455157,455157,274834,,,,,,
24,Harrison Browne,F,0,1,1,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455036,455036,274834,,,,,,
55,Kelsey Koelzer,D,0,1,1,2,2,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455051,455051,274834,,,,,,
5,Jenny Ryan,D,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455154,455154,274834,,,,,,
6,Courtney Burke,D,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455050,455050,274834,,,,,,
7,Tatiana Rafter,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/58112,58112,274834,,,,,,
11,Alexa Gruschow,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455052,455052,274834,,,,,,
26,Kiira Dosdall-Arena,D,0,0,0,4,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/1066549,1066549,274834,,,,,,
27,Michelle Picard,D,0,0,0,2,2,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455056,455056,274834,,,,,,
3,Amanda Boulier,D,0,0,0,2,-1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/431662,431662,274834,,,,,,
6,Shannon Turner,D,0,0,0,4,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/967608,967608,274834,,,,,,
7,Rachael Ade,D,0,0,0,0,-1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/728501,728501,274834,,,,,,
8,Kelly Babstock,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/699761,699761,274834,,,,,,
9,Kaycie Anderson,F,0,0,0,0,-1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/431637,431637,274834,,,,,,
11,Emily Fluke,F,0,0,0,0,-1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455143,455143,274834,,,,,,
12,Jamie Goldsmith,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455144,455144,274834,,,,,,
14,Elena Orlando,D,0,0,0,0,-1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/909127,909127,274834,,,,,,
16,Hanna Beattie,D,0,0,0,0,-1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455146,455146,274834,,,,,,
17,Emma Greco,D,0,0,0,0,-1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/542420,542420,274834,,,,,,
21,Cydney Roesler,D,0,0,0,2,-1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455042,455042,274834,,,,,,
25,Juana Baribeau,F,0,0,0,0,-1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455044,455044,274834,,,,,,
26,Jordan Brickner,D,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/57751,57751,274834,,,,,,
28,Sam Faber,F,0,0,0,2,-1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/57753,57753,274834,,,,,,
32,Sam Donovan,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455150,455150,274834,,,,,,
35,Katie Fitzgerald,G,0,0,,0,,,,,,,,,,,,,,,455059,274834,60:00,13,0,13,1,stats#/player/455059
31,Keira Goin,G,0,0,,0,,,,,,,,,,,,,,,455149,274834,06:20,2,1,1,0.5,stats#/player/455149
34,Sydney Rossman,G,0,0,,0,,,,,,,,,,,,,,,455151,274834,53:40,24,4,20,0.833,stats#/player/455151
3,Sarah Edney,D,1,1,2,0,1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455129,455129,274774,,,,,,
4,Colleen Murphy,D,0,1,1,2,-1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/967617,967617,274774,,,,,,
10,Neve Van Pelt,D,1,0,1,0,-1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455031,455031,274774,,,,,,
14,Hayley Scamurra,F,0,1,1,2,1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455033,455033,274774,,,,,,
16,Maddie Elia,F,0,1,1,0,1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455133,455133,274774,,,,,,
23,Corinne Buie,F,1,0,1,0,-2,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/58129,58129,274774,,,,,,
27,Kristin Lewicki,F,0,1,1,0,-2,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/632934,632934,274774,,,,,,
36,Kourtney Kunichika,F,0,1,1,2,1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/58111,58111,274774,,,,,,
7,Jordan Juron,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455131,455131,274774,,,,,,
11,Lisa Chesson,D,0,0,0,0,-1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/632868,632868,274774,,,,,,
17,Jordyn Burns,D,0,0,0,0,1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455034,455034,274774,,,,,,
19,Kaylyn Schroka,F,0,0,0,2,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455134,455134,274774,,,,,,
25,Jacquie Greco,D,0,0,0,0,-1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455037,455037,274774,,,,,,
32,Jess Jones,F,0,0,0,0,-2,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455137,455137,274774,,,,,,
95,Taylor Accursi,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455139,455139,274774,,,,,,
7,Mary Parker,F,0,2,2,0,1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/1041273,1041273,274774,,,,,,
37,Heather Schwarz,F,0,2,2,0,2,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455126,455126,274774,,,,,,
5,Lexi Bender,D,1,0,1,0,1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/431609,431609,274774,,,,,,
14,Jillian Dempsey,F,1,0,1,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/58116,58116,274774,,,,,,
2,Alyssa Gagliardi,D,0,0,0,2,1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/58115,58115,274774,,,,,,
8,Dana Trivigno,F,0,0,0,2,1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455041,455041,274774,,,,,,
9,Corey Stearns,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455123,455123,274774,,,,,,
10,Kaliya Johnson,D,0,0,0,0,-1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455040,455040,274774,,,,,,
11,Jordan Smelker,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/58120,58120,274774,,,,,,
13,Kaleigh Fratkin,F,0,0,0,2,1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/57735,57735,274774,,,,,,
15,Emily Field,F,0,0,0,4,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/58123,58123,274774,,,,,,
19,Sydney Daniels,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455124,455124,274774,,,,,,
26,Janine Weber,F,0,0,0,0,-1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/513300,513300,274774,,,,,,
44,Paige Harrington,D,0,0,0,0,-1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/58084,58084,274774,,,,,,
57,Meagan Mangene,D,0,0,0,0,1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/58134,58134,274774,,,,,,
28,Amanda Leveille,G,0,0,,0,,,,,,,,,,,,,,,967811,274774,61:21,36,2,34,0.944,stats#/player/967811
29,Brittany Ott,G,0,0,,0,,,,,,,,,,,,,,,58131,274774,61:21,37,3,34,0.919,stats#/player/58131
14,Jillian Dempsey,F,0,1,1,0,-1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/58116,58116,274701,,,,,,
15,Emily Field,F,0,1,1,0,-2,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/58123,58123,274701,,,,,,
19,Sydney Daniels,F,1,0,1,0,-1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455124,455124,274701,,,,,,
2,Alyssa Gagliardi,D,0,0,0,0,-2,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/58115,58115,274701,,,,,,
5,Lexi Bender,D,0,0,0,0,-1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/431609,431609,274701,,,,,,
6,Elizabeth Parker,D,0,0,0,0,-1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455122,455122,274701,,,,,,
7,Mary Parker,F,0,0,0,0,-2,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/1041273,1041273,274701,,,,,,
8,Dana Trivigno,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455041,455041,274701,,,,,,
9,Corey Stearns,F,0,0,0,0,-1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455123,455123,274701,,,,,,
10,Kaliya Johnson,D,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455040,455040,274701,,,,,,
11,Jordan Smelker,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/58120,58120,274701,,,,,,
12,Marissa Gedman,D,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/58121,58121,274701,,,,,,
13,Kaleigh Fratkin,F,0,0,0,2,-1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/57735,57735,274701,,,,,,
18,Michaela Levine,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455024,455024,274701,,,,,,
22,Haley Skarupa,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455043,455043,274701,,,,,,
24,Denna Laing,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/58130,58130,274701,,,,,,
26,Janine Weber,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/513300,513300,274701,,,,,,
27,Kathryn Tomaselli,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455026,455026,274701,,,,,,
37,Heather Schwarz,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455126,455126,274701,,,,,,
44,Paige Harrington,D,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/58084,58084,274701,,,,,,
47,Mallory Souliotis,D,0,0,0,0,-2,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/431621,431621,274701,,,,,,
57,Meagan Mangene,D,0,0,0,0,-1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/58134,58134,274701,,,,,,
14,Madison Packer,F,3,0,3,0,2,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/966106,966106,274701,,,,,,
2,Erika Lawler,F,0,2,2,0,2,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455153,455153,274701,,,,,,
5,Jenny Ryan,D,0,2,2,0,2,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455154,455154,274701,,,,,,
6,Courtney Burke,D,0,2,2,0,4,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455050,455050,274701,,,,,,
17,Bray Ketchum,F,0,1,1,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/57716,57716,274701,,,,,,
19,Miye D'Oench,F,1,0,1,0,1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455054,455054,274701,,,,,,
7,Tatiana Rafter,F,0,0,0,0,1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/58112,58112,274701,,,,,,
9,Rebecca Morse,D,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/431654,431654,274701,,,,,,
10,Ashley Johnston,D,0,0,0,2,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/57701,57701,274701,,,,,,
11,Alexa Gruschow,F,0,0,0,0,-1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455052,455052,274701,,,,,,
12,Hillary Crowe,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455155,455155,274701,,,,,,
18,Rebecca Russo,F,0,0,0,0,3,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/644558,644558,274701,,,,,,
20,Cheeky Herr,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455156,455156,274701,,,,,,
21,Lauren Wash,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455048,455048,274701,,,,,,
22,Kelly Nash,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455157,455157,274701,,,,,,
24,Harrison Browne,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455036,455036,274701,,,,,,
26,Kiira Dosdall-Arena,D,0,0,0,4,1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/1066549,1066549,274701,,,,,,
27,Michelle Picard,D,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455056,455056,274701,,,,,,
45,Lindsey Hylwa,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455158,455158,274701,,,,,,
55,Kelsey Koelzer,D,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455051,455051,274701,,,,,,
29,Brittany Ott,G,0,0,,0,,,,,,,,,,,,,,,58131,274701,60:00,17,4,13,0.765,stats#/player/58131
35,Katie Fitzgerald,G,0,0,,0,,,,,,,,,,,,,,,455059,274701,60:00,23,1,22,0.957,stats#/player/455059
3,Amanda Boulier,D,1,0,1,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/431662,431662,274700,,,,,,
17,Emma Greco,D,0,1,1,2,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/542420,542420,274700,,,,,,
32,Sam Donovan,F,0,1,1,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455150,455150,274700,,,,,,
6,Shannon Turner,D,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/967608,967608,274700,,,,,,
7,Rachael Ade,D,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/728501,728501,274700,,,,,,
8,Kelly Babstock,F,0,0,0,2,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/699761,699761,274700,,,,,,
9,Kaycie Anderson,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/431637,431637,274700,,,,,,
11,Emily Fluke,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455143,455143,274700,,,,,,
12,Jamie Goldsmith,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455144,455144,274700,,,,,,
14,Elena Orlando,D,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/909127,909127,274700,,,,,,
16,Hanna Beattie,D,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455146,455146,274700,,,,,,
21,Cydney Roesler,D,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455042,455042,274700,,,,,,
25,Juana Baribeau,F,0,0,0,2,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455044,455044,274700,,,,,,
26,Jordan Brickner,D,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/57751,57751,274700,,,,,,
94,Grace Klienbach,F,0,0,0,2,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/827706,827706,274700,,,,,,
3,Sarah Edney,D,2,0,2,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455129,455129,274700,,,,,,
7,Jordan Juron,F,1,0,1,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455131,455131,274700,,,,,,
14,Hayley Scamurra,F,1,0,1,2,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455033,455033,274700,,,,,,
16,Maddie Elia,F,0,1,1,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455133,455133,274700,,,,,,
19,Kaylyn Schroka,F,0,1,1,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455134,455134,274700,,,,,,
25,Jacquie Greco,D,0,1,1,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455037,455037,274700,,,,,,
32,Jess Jones,F,0,1,1,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455137,455137,274700,,,,,,
95,Taylor Accursi,F,0,1,1,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455139,455139,274700,,,,,,
4,Colleen Murphy,D,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/967617,967617,274700,,,,,,
10,Neve Van Pelt,D,0,0,0,2,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455031,455031,274700,,,,,,
17,Jordyn Burns,D,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455034,455034,274700,,,,,,
20,Katherine Donohue,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455135,455135,274700,,,,,,
23,Corinne Buie,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/58129,58129,274700,,,,,,
27,Kristin Lewicki,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/632934,632934,274700,,,,,,
36,Kourtney Kunichika,F,0,0,0,2,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/58111,58111,274700,,,,,,
34,Sydney Rossman,G,0,0,,0,,,,,,,,,,,,,,,455151,274700,60:00,21,3,18,0.857,stats#/player/455151
28,Amanda Leveille,G,0,0,,0,,,,,,,,,,,,,,,967811,274700,59:28,33,1,32,0.97,stats#/player/967811
31,Kelsey Neumann,G,0,0,,0,,,,,,,,,,,,,,,431631,274700,00:32,0,0,0,0,stats#/player/431631
6,Courtney Burke,D,0,1,1,0,-1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455050,455050,274699,,,,,,
14,Madison Packer,F,1,0,1,0,1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/966106,966106,274699,,,,,,
18,Rebecca Russo,F,0,1,1,0,1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/644558,644558,274699,,,,,,
2,Erika Lawler,F,0,0,0,0,-1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455153,455153,274699,,,,,,
5,Jenny Ryan,D,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455154,455154,274699,,,,,,
7,Tatiana Rafter,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/58112,58112,274699,,,,,,
10,Ashley Johnston,D,0,0,0,0,-1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/57701,57701,274699,,,,,,
11,Alexa Gruschow,F,0,0,0,4,1,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455052,455052,274699,,,,,,
12,Hillary Crowe,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455155,455155,274699,,,,,,
17,Bray Ketchum,F,0,0,0,0,-2,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/57716,57716,274699,,,,,,
22,Kelly Nash,F,0,0,0,0,-2,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455157,455157,274699,,,,,,
24,Harrison Browne,F,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455036,455036,274699,,,,,,
26,Kiira Dosdall-Arena,D,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/1066549,1066549,274699,,,,,,
27,Michelle Picard,D,0,0,0,0,0,0,0,0,0,0 - 0,0,0,0,0,0,0,0,stats#/player/455056,455056,274699,,,,,,
